# 文字层坐标表 (x_pt, y_pt, 字高, 文本) —— 页面 A3(pt) 1786.25 x 861.48
# x=0.0
507.2	72.3	5.2	C4
500.0	86.7	5.2	22uF
399.2	759.9	5.2	C23
399.2	781.5	5.2	22uF
844.6	518.7	5.2	3V3
592.6	727.5	5.2	3V3
146.2	785.1	5.2	3V3
1071.4	515.1	5.2	3V3
67.0	785.1	5.2	3V3
297.4	785.1	5.2	3V3
700.6	518.7	5.2	3V3
772.6	518.7	5.2	3V3
31.0	529.5	5.2	3V3
758.2	331.5	5.2	3V3
1049.8	65.1	5.2	3V3
378.3	769.0	5.2	3V3
218.2	785.1	5.2	3V3
592.6	777.9	5.2	3V3
651.2	281.1	5.2	USB-VBUS
604.4	338.7	5.2	IBUS-ADC
1033.3	291.1	5.2	-
1027.3	287.5	5.2	1
1033.3	283.9	5.2	+
1027.3	280.3	5.2	2
1044.9	283.1	5.2	3
1041.3	277.2	5.2	3
1044.9	296.5	5.2	4
1041.3	302.4	5.2	4
1054.4	281.1	5.2	CN1
1054.4	288.3	5.2	XT30PW-M30.G.Y
107.6	558.3	5.2	VOUT-ADC
107.6	587.1	5.2	IBUS-ADC
107.6	572.7	5.2	LCD_DC
546.8	551.1	5.2	MCU-DIO
546.8	608.7	5.2	KEY-3
546.8	565.5	5.2	VOUT-EN
546.8	579.9	5.2	LOG-TX
100.4	543.9	5.2	USB-VBUS-ADC
546.8	558.3	5.2	MCU-DCK
107.6	565.5	5.2	LCD_RES
546.8	623.1	5.2	KEY-2
107.6	623.1	5.2	KEY-1
107.6	608.7	5.2	LCD_SDA
107.6	594.3	5.2	LCD_SCK
543.2	587.1	5.2	WS2812
546.8	572.7	5.2	LOG-RX
107.6	579.9	5.2	LCD_CS
284.0	331.5	5.2	C10
284.0	338.7	5.2	100nF
150.8	331.5	5.2	C9
150.8	338.7	5.2	100nF
607.1	786.8	6.4	1
600.5	783.2	6.4	1
607.1	794.0	6.4	2
600.5	790.4	6.4	2
607.1	801.2	6.4	3
600.5	797.6	6.4	3
607.1	808.4	6.4	4
600.5	804.8	6.4	4
604.4	821.9	4.4	LAIL-PZ2.54-4P-L
604.4	778.7	4.4	H1
607.1	736.4	6.4	1
600.5	732.8	6.4	1
607.1	743.6	6.4	2
600.5	740.0	6.4	2
607.1	750.8	6.4	3
600.5	747.2	6.4	3
607.1	758.0	6.4	4
600.5	754.4	6.4	4
604.4	771.5	4.4	LAIL-PZ2.54-4P-L
604.4	728.3	4.4	H2
684.9	611.6	5.2	4
684.9	579.9	5.2	3
699.3	611.6	5.2	1
699.3	579.9	5.2	2
708.7	584.8	5.2	SW1
708.7	592.0	5.2	TS24CA
371.7	341.6	5.2	4
371.7	309.9	5.2	3
386.1	341.6	5.2	1
386.1	309.9	5.2	2
395.5	314.8	5.2	DCDC-EN1
395.5	322.0	5.2	TS24CA
828.9	611.6	5.2	4
828.9	579.9	5.2	3
843.3	611.6	5.2	1
843.3	579.9	5.2	2
852.7	584.8	5.2	SW3
852.7	592.0	5.2	TS24CA
756.9	611.6	5.2	4
756.9	579.9	5.2	3
771.3	611.6	5.2	1
771.3	579.9	5.2	2
780.7	584.8	5.2	SW2
780.7	592.0	5.2	TS24CA
528.8	799.5	5.2	MCU-DCK
528.8	749.1	5.2	LOG-TX
528.8	806.7	5.2	MCU-DIO
528.8	756.3	5.2	LOG-RX
798.8	561.9	5.2	KEY-2
726.8	561.9	5.2	KEY-1
428.0	291.9	5.2	DCDC_EN
870.8	561.9	5.2	KEY-3
410.0	792.3	5.2	WS2812
1112.7	544.5	5.2	1
1112.7	551.7	5.2	2
1119.2	529.5	5.2	BUZZER1
1119.2	572.7	5.2	2.7kHz
239.9	794.0	6.4	VDD
233.3	790.4	6.4	1
239.9	801.2	6.4	DOUT
233.3	797.6	6.4	2
265.0	801.2	6.4	VSS
280.8	797.6	6.4	3
266.8	794.0	6.4	DIN
280.8	790.4	6.4	4
237.2	814.7	4.4	WS2812C-V6
237.2	785.9	4.4	U5
319.1	794.0	6.4	VDD
312.5	790.4	6.4	1
319.1	801.2	6.4	DOUT
312.5	797.6	6.4	2
344.2	801.2	6.4	VSS
360.0	797.6	6.4	3
346.0	794.0	6.4	DIN
360.0	790.4	6.4	4
316.4	814.7	4.4	WS2812C-V6
316.4	785.9	4.4	U6
167.9	794.0	6.4	VDD
161.3	790.4	6.4	1
167.9	801.2	6.4	DOUT
161.3	797.6	6.4	2
193.0	801.2	6.4	VSS
208.8	797.6	6.4	3
194.8	794.0	6.4	DIN
208.8	790.4	6.4	4
165.2	814.7	4.4	WS2812C-V6
165.2	785.9	4.4	U4
88.7	794.0	6.4	VDD
82.1	790.4	6.4	1
88.7	801.2	6.4	DOUT
82.1	797.6	6.4	2
113.8	801.2	6.4	VSS
129.6	797.6	6.4	3
115.6	794.0	6.4	DIN
129.6	790.4	6.4	4
86.0	814.7	4.4	WS2812C-V6
86.0	785.9	4.4	U3
1079.6	579.9	5.2	Q4
